,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
935,On BS,"Drake, 21 Savage",2,2022,11,4,1338,0,9,20,7,0,0,158,A,Major,84,33,36,2,0,39,59
561,Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,69,3,70,0,3,110,C#,Minor,86,31,53,43,0,11,6
80,Riptide,Vance Joy,1,1975,1,1,31123,55,300,65,"1,003",1,0,102,C#,Major,48,50,73,43,0,15,4
205,S-Class,Stray Kids,1,2023,6,2,290,19,9,101,5,0,73,105,F,Minor,89,67,78,9,0,7,33
34,TQG,"Karol G, Shakira",2,2023,2,23,4284,49,115,123,184,18,354,180,E,Minor,72,61,63,67,0,9,28
775,La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,8,25,18,1,0,196,B,Minor,66,58,79,23,0,22,20
508,How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,7,47,15,0,0,121,G,Minor,80,62,51,2,0,9,8
427,Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10
454,Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,114,74,262,0,0,92,D,Major,53,84,77,40,0,32,3
366,Revenge,XXXTENTACION,1,2017,8,25,3600,11,7,0,203,0,2,140,B,Minor,75,18,25,78,0,11,26
91,What It Is (Solo Version),Doechii,1,2023,3,17,804,25,29,76,24,0,162,172,C#,Minor,74,76,76,6,0,10,9
339,Everything I Love,Morgan Wallen,1,2023,1,31,579,0,11,54,0,0,103,104,G#,Major,56,72,85,0,0,15,3
564,You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6
345,SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,32,3,9,0,0,94,G#,Major,73,65,79,5,2,11,6
776,Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,3,7,13,0,1,134,G,Major,78,51,43,69,0,14,9
241,Cupido,Tini,1,2023,2,14,1240,24,51,29,63,4,54,120,A,Major,91,63,58,52,0,31,22
13,Daylight,David Kushner,1,2023,4,14,3528,98,80,156,182,24,"1,281",130,D,Minor,51,32,43,83,0,9,3
315,If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040,4,81,27,66,9,444,116,G,Major,90,96,73,62,0,9,4
600,I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0,65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4
387,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,129,31,212,1,41,177,A,Major,25,17,30,90,0,13,3
273,Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,4,64,4,2,37,182,A,Major,57,80,59,8,0,6,5
166,Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,211,74,929,0,129,117,C#,Major,82,73,45,54,0,7,3
840,Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,54,76,900,0,0,151,G,Major,73,88,67,20,0,32,5
945,BackOutsideBoyz,Drake,1,2022,11,4,1045,0,8,5,2,0,0,142,F,Minor,85,40,43,4,0,39,32
646,Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406,16,61,23,70,1,0,92,D,Major,85,92,54,16,0,29,7
818,SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,42,51,32,0,0,80,B,Major,47,33,83,18,0,10,5
484,Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,6,11,3,0,0,81,G#,Major,47,33,68,24,0,22,38
933,Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,12,9,16,0,0,80,E,Minor,80,16,28,17,0,12,39
504,Out of Time,The Weeknd,1,2022,1,7,3711,0,49,88,62,0,,93,,Minor,65,82,74,27,0,32,5
831,Daylight,Harry Styles,1,2022,5,20,2775,0,21,11,40,0,0,146,,Major,69,63,45,48,0,18,4
243,Unstoppable,Sia,1,2016,1,21,7681,13,119,66,"1,145",2,,174,A,Major,47,27,78,11,0,10,8
566,Dynamite,BTS,1,2020,8,21,8528,5,239,163,583,0,,114,F#,Minor,75,74,77,1,0,9,10
875,Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,11,0,2,0,0,157,A,Major,88,52,69,0,0,8,23
562,Butter,BTS,1,2021,5,21,4779,6,180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11
686,Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,47,116,266,0,0,88,F,Major,31,31,63,47,27,21,12
189,Take Me To Church,Hozier,1,2013,9,13,23804,31,187,99,"4,623",1,0,129,E,Minor,57,41,66,63,0,12,5
782,Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,1681,7,10,30,13,0,33,108,D,Major,78,55,60,59,0,7,4
699,Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,185,40,492,9,35,95,G#,Major,76,96,70,18,0,33,4
475,Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,72,90,141,0,0,114,,Major,59,60,94,24,0,10,4
681,Worst Day,Future,1,2022,2,11,910,0,20,3,24,0,0,89,C#,Major,65,60,60,11,0,10,40
510,Infinity,Jaymes Young,1,2017,6,23,4375,0,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4
58,S91,Karol G,1,2023,7,14,525,41,34,115,39,6,216,128,,Minor,86,42,72,59,0,9,19
474,Notice Me,SZA,1,2022,12,9,819,0,14,22,0,0,0,160,F,Major,72,78,68,28,0,11,12
560,Life Goes On,Oliver Tree,1,2020,7,17,2868,0,43,15,116,0,,80,,Major,70,57,49,19,0,12,8
856,SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,38,79,65,0,1,89,D#,Major,52,28,48,54,1,19,3
747,Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,5,0,4,0,1,84,E,Minor,71,63,45,45,0,11,3
252,The Color Violet,Tory Lanez,1,2021,12,10,2585,32,3,79,21,1,54,105,F#,Minor,65,46,53,16,0,9,5
21,I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Taylor Swift,1,2023,7,7,516,38,73,119,42,1,150,123,F#,Major,69,82,76,6,0,6,3
313,Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,5,48,2,1,9,142,G,Minor,70,76,79,26,0,11,7
459,A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,108,120,73,0,0,140,,Major,67,81,36,64,0,15,3
160,PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,19,143,10,6,15,138,G,Minor,78,89,83,10,0,12,5
276,Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,16,90,10,0,64,110,B,Minor,76,26,70,1,0,41,6
191,You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,4,9,2619,12,47,90,1,0,7,130,F#,Major,63,49,73,5,0,9,3
385,VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,15,40,21,1,15,100,,Major,79,60,68,7,0,26,4
805,Beautiful Girl,Luciano,1,2022,4,22,710,4,16,11,18,0,0,140,B,Minor,84,61,42,31,0,9,9
413,PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,54,32,66,2,0,107,,Major,87,20,83,0,4,31,9
491,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,108,56,30,0,0,93,F,Major,63,93,88,1,0,12,4
343,I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,15,17,0,0,0,144,D,Major,68,83,81,9,0,8,4
769,Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,0,4,0,22,0,0,153,A#,Minor,55,50,78,19,0,11,35
308,Late Night Talking,Harry Styles,1,2022,5,20,7461,8,166,42,199,16,58,115,A#,Major,71,90,73,30,0,11,5
661,All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,33,123,7,0,4,141,D#,Major,37,17,67,2,0,34,9
130,Queencard,(G)I-DLE,1,2023,5,15,451,33,10,126,7,0,148,130,E,Minor,82,69,83,3,0,27,5
663,Formula,Labrinth,1,2019,10,4,3444,7,24,85,102,0,1,145,B,Major,57,23,66,4,6,15,4
871,Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,228,151,"6,720",3,99,125,F#,Major,45,67,90,9,11,10,5
99,Take Two,BTS,1,2023,6,9,674,47,20,106,25,4,78,93,G,Major,62,57,59,3,0,38,3
372,About Damn Time,Lizzo,1,2022,7,15,2332,2,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7
87,Me Porto Bonito,"Chencho Corleone, Bad Bunny",2,2022,5,6,8870,43,104,120,141,26,49,92,C#,Minor,91,43,71,9,0,9,8
458,Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,7,29,3,0,0,150,A#,Minor,73,71,69,53,0,32,9
330,Low,SZA,1,2022,12,9,1911,0,23,71,14,0,9,145,,Minor,70,34,55,43,0,16,6
214,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,5,17,5,0,0,135,A,Minor,77,28,55,18,0,22,15
466,Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6
121,Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5120,48,161,115,246,9,638,143,A,Major,64,31,87,4,4,8,4
614,you broke me first,Tate McRae,1,2020,4,17,6638,0,167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5
20,LADY GAGA,"Gabito Ballesteros, Junior H, Peso Pluma",3,2023,6,22,332,26,11,163,10,4,0,140,F,Minor,65,87,74,22,0,42,4
700,Una Noche en Medellï¿½,Cris Mj,1,2022,1,21,5415,32,46,16,53,1,2,96,A#,Minor,87,82,53,10,0,5,8
71,Heat Waves,Glass Animals,1,2020,6,28,22543,63,386,144,707,28,,81,B,Major,76,53,53,44,0,9,9
106,Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,2017,11,10,21097,52,384,135,"1,034",37,312,116,C#,Major,80,92,80,4,0,10,3
270,All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1282,6,26,6,19,0,5,96,D,Major,72,40,47,71,0,13,4
860,Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,4,16,5,0,0,6,130,,Major,49,14,40,82,0,11,3
435,Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,2,4,6,0,0,85,F,Minor,65,36,47,31,0,12,10
102,Chemical,Post Malone,1,2023,4,14,2528,39,56,91,59,3,486,170,D,Major,50,37,90,0,0,12,5
