,Name,Date,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
2878,Adam-12,2021,"3,534","Crime, Drama",30 ,Series,TV-PG,174,None,Mild,Mild,Mild,Mild
4202,Episodes,2001,"34,233",Comedy,30 ,Series,TV-MA,41,Moderate,None,Severe,Mild,No Rate
5175,Il commissario Montalbano,1985,"3,485","Crime, Drama, Mystery",95 ,Series,TV-14,37,Moderate,No Rate,Moderate,Moderate,Severe
2286,The 4400,2015,"43,722","Drama, Mystery, Sci-Fi",43 ,Series,TV-14,44,Moderate,Moderate,Mild,Mild,Moderate
2261,Judy,2019,"45,981","Biography, Drama, Romance",118 ,Film,PG-13,-,None,None,Moderate,Moderate,Mild
5240,Clerks,1994,"216,743",Comedy,92 ,Film,R,-,Moderate,Mild,Severe,Moderate,None
2296,Sleeping Beauty,2011,"31,941","Drama, Romance, Thriller",101 ,Film,Not Rated,-,Severe,Mild,Moderate,Moderate,Moderate
1753,Wedding Crashers,2005,"342,572","Comedy, Romance",119 ,Film,R,-,Severe,Mild,Moderate,Mild,None
5197,Belle,2013,"29,490","Biography, Drama, Romance",100 ,Film,PG,-,None,Mild,Mild,Mild,Mild
1968,Possessor,2020,"28,343","Horror, Mystery, Sci-Fi",103 ,Film,R,-,Severe,Severe,Moderate,Moderate,Severe
5355,"Legally Blonde 2: Red, White & Blonde",2003,"64,245",Comedy,95 ,Film,PG-13,-,None,None,Mild,None,None
3117,Fumetsu no Anata e,2003,"4,410","Animation, Adventure, Drama",25 ,Series,TV-MA,21,None,Moderate,None,None,Moderate
2393,Before I Wake,2016,"43,533","Drama, Fantasy, Horror",97 ,Film,PG-13,-,None,Mild,None,Mild,Moderate
523,Tomorrow Never Dies,1997,"187,810","Action, Adventure, Thriller",119 ,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
3900,Rounders,1998,"146,609","Crime, Drama",121 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Mild
5756,Stealth,2005,"53,043","Action, Adventure, Sci-Fi",121 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
4699,Burlesque,2010,"82,408","Drama, Music, Musical",119 ,Film,PG-13,-,Mild,None,Mild,Moderate,None
5443,The Saint,1997,"65,804","Action, Adventure, Romance",116 ,Film,PG-13,-,Mild,Mild,Mild,Moderate,Mild
3122,Case 39,2009,"82,689","Horror, Mystery, Thriller",109 ,Film,R,-,None,Moderate,Mild,Mild,Severe
4156,I Love Lucy,2019,"23,300","Comedy, Family",30 ,Series,TV-G,181,None,None,None,Mild,None
1969,The Room,2003,"85,934",Drama,99 ,Film,R,-,Severe,Mild,Moderate,Mild,Mild
671,In the Dark,1997,"7,689","Action, Crime, Horror",42 ,Series,TV-14,41,Moderate,Moderate,Moderate,Moderate,Moderate
4188,Serenity,2019,"39,075","Drama, Mystery, Thriller",106 ,Film,R,-,Moderate,Mild,Moderate,Mild,Mild
666,Star Trek: Picard,1993,"50,155","Action, Adventure, Drama",46 ,Series,TV-MA,21,Mild,Moderate,Moderate,Mild,Moderate
5341,The Rhythm Section,2020,"15,846","Action, Drama, Mystery",109 ,Film,R,-,Mild,Moderate,Moderate,Moderate,Moderate
1887,The Wicker Man,1973,"76,436","Horror, Mystery, Thriller",88 ,Film,R,-,Severe,Moderate,Mild,Mild,Severe
3266,Counterpart,2010,"24,522","Drama, Sci-Fi, Thriller",60 ,Series,TV-MA,20,Moderate,Moderate,Moderate,Mild,Mild
280,FBI: Most Wanted,2020,"5,342","Action, Crime, Drama",45 ,Series,TV-14,34,Mild,Moderate,Mild,Moderate,Moderate
1719,Saint Maud,2019,"26,259","Drama, Horror, Thriller",84 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
2947,Nineteen Eighty-Four,1984,"69,490","Drama, Sci-Fi",113 ,Film,R,-,Severe,Moderate,None,Mild,Severe
4455,The Dragon Prince,2021,"19,443","Animation, Adventure, Drama",26 ,Series,TV-Y7,27,None,Mild,None,None,Mild
899,Iron Man,2008,"986,931","Action, Adventure, Sci-Fi",126 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
5985,Ted Bundy: American Boogeyman,2021,380,Crime,110 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
760,Motherland: Fort Salem,1997,"11,423","Drama, Fantasy, Sci-Fi",42 ,Series,TV-14,22,Mild,Moderate,Mild,Mild,Moderate
1906,Eurovision Song Contest: The Story of Fire Saga,2020,"86,317","Comedy, Music",123 ,Film,PG-13,-,Mild,Mild,Mild,Mild,None
4042,Never Been Kissed,1999,"86,966","Comedy, Drama, Romance",107 ,Film,PG-13,-,Mild,None,Mild,Mild,None
3823,Long Story Short,2021,"1,802","Comedy, Fantasy, Romance",90 ,Film,R,-,Mild,No Rate,Severe,No Rate,No Rate
4138,Inheritance,2020,"11,263","Drama, Mystery, Thriller",111 ,Film,TV-MA,-,None,Mild,Moderate,Mild,Moderate
3818,Nowhere Special,2020,"1,392",Drama,96 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4300,Home Alone 2: Lost in New York,1992,"324,043","Adventure, Comedy, Crime",120 ,Film,PG,-,None,Moderate,Mild,Mild,Moderate
2593,Onward,2020,"126,955","Animation, Adventure, Comedy",102 ,Film,PG,-,None,Mild,None,None,Mild
4164,Zombie Strippers!,2008,"18,110","Comedy, Horror, Sci-Fi",94 ,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
3031,Orphan: First Kill,2017,No Votes,"Crime, Drama, Horror",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
3579,The Crush,1993,"19,102","Drama, Thriller",89 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
2832,Demolition Man,1993,"166,625","Action, Sci-Fi, Thriller",115 ,Film,R,-,Mild,Moderate,Moderate,Mild,Mild
3472,Hausu,1977,"24,500","Comedy, Horror",88 ,Film,Not Rated,-,Moderate,Moderate,None,None,Moderate
137,The Resident,2021,"22,186",Drama,60 ,Series,TV-14,76,Mild,Mild,Mild,Mild,Mild
4892,Wrath of the Titans,2012,"185,495","Action, Adventure, Fantasy",99 ,Film,PG-13,-,None,Moderate,Mild,None,Moderate
2180,Speed,1994,"345,493","Action, Adventure, Thriller",116 ,Film,R,-,None,Moderate,Moderate,None,Moderate
2128,Frozen II,2019,"153,120","Animation, Adventure, Comedy",103 ,Film,PG,-,None,Mild,None,None,Mild
3177,The Amityville Horror,1979,"37,554",Horror,117 ,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
4854,Back to School,1986,"30,413","Comedy, Romance, Sport",96 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,None
4637,Saw IV,2007,"145,890","Crime, Horror, Mystery",93 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
5115,Maze Runner: The Scorch Trials,2015,"234,897","Action, Adventure, Sci-Fi",131 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate
5376,Hell's Kitchen,2017,"19,863","Game-Show, Reality-TV",42 ,Series,TV-14,312,None,Mild,Severe,Mild,Mild
4261,Monte Carlo,2011,"43,176","Adventure, Comedy, Family",109 ,Film,PG,-,None,None,Mild,None,None
4344,Escape from L.A.,1996,"72,505","Action, Adventure, Sci-Fi",101 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
1331,Shazam!,2019,"296,642","Action, Adventure, Comedy",132 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
2017,Overboard,2018,"36,544","Comedy, Romance",112 ,Film,PG-13,-,Mild,None,Mild,Mild,None
4542,Amores perros,2000,"232,561","Drama, Thriller",154 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
2482,Stowaway,2021,"39,648","Drama, Sci-Fi, Thriller",116 ,Film,TV-MA,-,None,None,Mild,None,Mild
1358,Blood & Water,1996,"2,610","Drama, Mystery",53 ,Series,TV-MA,13,Moderate,None,Mild,Moderate,No Rate
1329,Fast & Furious Presents: Hobbs & Shaw,2019,"194,931","Action, Adventure, Thriller",137 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
6086,The New Addams Family,1966,"2,087","Comedy, Family, Horror",30 ,Series,None,65,No Rate,No Rate,No Rate,No Rate,No Rate
2150,Ava,2020,"49,118","Action, Crime, Drama",96 ,Film,R,-,Mild,Moderate,Moderate,Mild,Mild
4530,37°2 le matin,1986,"20,377","Drama, Romance",185 ,Film,Unrated,-,Severe,Moderate,Moderate,Moderate,Moderate
2122,The Florida Project,2017,"104,132",Drama,111 ,Film,R,-,Moderate,Mild,Severe,Moderate,Moderate
4673,The Life of David Gale,2003,"116,309","Crime, Drama, Thriller",130 ,Film,R,-,Moderate,Mild,Moderate,Mild,Moderate
3981,The Gambler,2014,"68,871","Crime, Drama, Thriller",111 ,Film,R,-,Moderate,Mild,Severe,Mild,Mild
1252,Batman,1989,"352,836","Action, Adventure",126 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
3278,The Slumber Party Massacre,1982,"13,183",Horror,77 ,Film,R,-,Moderate,Severe,Mild,Moderate,Moderate
3374,Steins;Gate,2009,"52,130","Animation, Comedy, Drama",24 ,Series,TV-14,26,Mild,Moderate,Mild,None,Moderate
2814,Back to the Future Part III,1990,"422,978","Adventure, Comedy, Sci-Fi",118 ,Film,PG,-,None,Mild,Mild,Mild,Mild
4719,Selena,1997,"27,519","Biography, Drama, Music",127 ,Film,PG,-,Mild,Mild,Mild,Mild,Mild
1848,The Da Vinci Code,2006,"415,941","Mystery, Thriller",149 ,Film,(Banned),-,Mild,Severe,Mild,Mild,Moderate
4858,The Gift,2000,"66,306","Drama, Fantasy, Horror",112 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Severe
3037,The Big Sick,2017,"128,327","Comedy, Drama, Romance",120 ,Film,R,-,Mild,None,Moderate,Mild,Mild
388,Man on Fire,2004,"345,641","Action, Crime, Drama",146 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
235,Survive the Game,2021,"1,935","Action, Thriller",97 ,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
1077,The Hateful Eight,2015,"553,131","Crime, Drama, Mystery",168 ,Film,R,-,Moderate,Severe,Severe,Mild,Moderate
1984,Oxygène,2021,"31,879","Drama, Fantasy, Sci-Fi",100 ,Film,TV-14,-,None,Mild,Mild,None,Moderate
4363,You Don't Mess with the Zohan,2008,"196,120",Comedy,113 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,None
3962,Star Trek: Nemesis,2002,"76,729","Action, Adventure, Sci-Fi",116 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
770,Tacoma FD,2000,"3,920",Comedy,30 ,Series,TV-14,30,Mild,Mild,Moderate,Mild,None
2165,Jack Reacher: Never Go Back,2016,"146,693","Action, Crime, Thriller",118 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
4533,Snakes on a Plane,2006,"136,125","Action, Adventure, Crime",105 ,Film,R,-,Moderate,Moderate,Moderate,Moderate,Moderate
673,Tomb Raider,2018,"203,315","Action, Adventure, Fantasy",119 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
249,The 100,2021,"231,713","Drama, Mystery, Sci-Fi",43 ,Series,TV-14,100,Mild,Moderate,Mild,Mild,Moderate
1574,The Talented Mr. Ripley,1999,"196,652","Crime, Drama, Thriller",139 ,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
3419,The Bay,2013,"5,779","Crime, Drama, Mystery",45 ,Series,TV-14,18,No Rate,No Rate,Severe,No Rate,No Rate
2081,Pet Sematary,1989,"98,838","Fantasy, Horror, Thriller",103 ,Film,R,-,None,Severe,Mild,Mild,Severe
1823,Talladega Nights: The Ballad of Ricky Bobby,2006,"175,424","Comedy, Sport",108 ,Film,PG-13,-,Mild,Mild,Moderate,Moderate,None
5713,Superhost,2021,"1,362","Horror, Thriller",84 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
5905,Kiss the Girls,1997,"70,360","Crime, Drama, Mystery",115 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
4544,A Different World,1999,"6,358",Comedy,60 ,Series,TV-PG,144,No Rate,No Rate,No Rate,No Rate,No Rate
716,Man of Steel,2013,"731,861","Action, Adventure, Sci-Fi",143 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
5503,Songwriter,1984,704,"Drama, Music",94 ,Film,R,-,Mild,Mild,Mild,Moderate,None
5763,The God Committee,2021,"2,615",Thriller,98 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
2048,The Family Man,2013,"76,310","Action, Comedy, Drama",45 ,Series,TV-14,19,Mild,Moderate,Moderate,Moderate,Moderate
5264,Day of the Dead,1985,"66,401","Horror, Thriller",101 ,Film,Not Rated,-,None,Severe,Severe,Mild,Severe
4178,A Room with a View,1985,"41,885","Drama, Romance",117 ,Film,Not Rated,-,Moderate,Mild,None,Mild,Mild
4809,Swallow,2021,104,"Drama, History, Thriller",128 ,Film,TV-14,-,No Rate,No Rate,No Rate,No Rate,No Rate
2724,She-Hulk,2002,No Votes,"Action, Adventure, Comedy",None,Series,None,10,No Rate,No Rate,No Rate,No Rate,No Rate
6049,Krypton,2014,"15,830","Action, Adventure, Drama",45 ,Series,TV-14,20,Moderate,Moderate,Mild,Mild,Moderate
1460,My Cousin Vinny,1992,"115,033","Comedy, Crime",120 ,Film,R,-,Mild,Mild,Moderate,Mild,None
1668,Disobedience,2017,"28,338","Drama, Romance",114 ,Film,R,-,Moderate,None,Mild,Mild,None
2756,Pride and Prejudice and Zombies,2016,"54,196","Action, Comedy, Fantasy",108 ,Film,PG-13,-,Mild,Moderate,None,Mild,Moderate
2000,Happy Death Day,2017,"128,727","Comedy, Horror, Mystery",96 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
4571,Locked Down,2021,"9,994","Comedy, Crime, Romance",118 ,Film,R,-,Mild,None,Moderate,Mild,Mild
4613,The God Committee,2021,"2,615",Thriller,98 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
404,The Big Leap,2021,899,"Comedy, Drama",None,Series,TV-14,6,No Rate,No Rate,No Rate,No Rate,No Rate
384,Thir13en Ghosts,2001,"83,586","Fantasy, Horror",91 ,Film,R,-,Moderate,Severe,Moderate,None,Severe
5544,The Machine,2020,No Votes,"Action, Comedy",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
2152,The Last Airbender,2010,"158,582","Action, Adventure, Family",103 ,Film,PG,-,None,Mild,None,None,Moderate
1633,Oldboy,2013,"72,145","Action, Drama, Mystery",104 ,Film,R,-,Severe,Severe,Severe,Moderate,Severe
5657,House at the End of the Street,2012,"75,314","Drama, Horror, Thriller",101 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
4784,Daybreak,2019,"17,715","Action, Adventure, Comedy",60 ,Series,TV-MA,10,Mild,Moderate,Severe,Moderate,Mild
3925,Nymphomaniac: Vol. II,2013,"89,446",Drama,124 ,Film,Not Rated,-,Severe,Severe,Severe,Mild,Severe
5336,RoboCop,2014,"221,688","Action, Crime, Sci-Fi",117 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
4158,All the Money in the World,2017,"80,525","Biography, Crime, Drama",132 ,Film,R,-,Mild,Moderate,Mild,Moderate,Moderate
4948,The Champ,1979,"8,321","Drama, Sport",121 ,Film,PG,-,Mild,Moderate,Mild,Mild,Severe
5358,G.I. Jane,1997,"77,700","Action, Drama, War",125 ,Film,R,-,Mild,Moderate,Moderate,Mild,Mild
223,Cyrano,2021,86,"Drama, Musical, Romance",124 ,Film,PG-13,-,No Rate,No Rate,No Rate,No Rate,No Rate
2193,G.I. Joe: Retaliation,2013,"177,967","Action, Adventure, Sci-Fi",110 ,Film,PG-13,-,Mild,Moderate,Mild,None,Moderate
3136,A Nightmare on Elm Street: The Dream Child,1989,"43,348","Fantasy, Horror",89 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
4469,Dharma & Greg,1988,"29,509","Comedy, Romance",30 ,Series,TV-PG,119,Mild,Mild,Mild,Mild,None
1824,Tides,2021,"3,764","Sci-Fi, Thriller",104 ,Film,R,-,Mild,Mild,No Rate,No Rate,Moderate
5672,Out of Sight,1998,"89,535","Comedy, Crime, Drama",123 ,Film,R,-,Mild,Moderate,Severe,Mild,Mild
5124,Black Christmas,2019,"13,909","Horror, Mystery, Thriller",92 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
4972,Happy Feet,2006,"177,189","Animation, Adventure, Comedy",108 ,Film,PG,-,Mild,Mild,None,None,Mild
797,Fear Street: 1978,2021,"50,405","Drama, Horror, Mystery",109 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
2871,Godzilla,2014,"399,324","Action, Adventure, Sci-Fi",123 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
9,Sex Education,2021,"220,201","Comedy, Drama",45 ,Series,TV-MA,25,Severe,Mild,Severe,Moderate,Mild
1944,Pirates of the Caribbean: On Stranger Tides,2011,"498,859","Action, Adventure, Fantasy",137 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
1838,Game Night,2018,"220,442","Action, Comedy, Crime",100 ,Film,R,-,Mild,Moderate,Severe,Mild,Mild
4804,"Where'd You Go, Bernadette",2019,"19,920","Comedy, Drama",109 ,Film,PG-13,-,Mild,None,Mild,Mild,None
255,Sex/Life,2019,"16,568","Comedy, Drama, Romance",None,Series,TV-MA,9,Severe,None,Moderate,Mild,None
4485,Outside the Wire,2021,"38,983","Action, Adventure, Fantasy",114 ,Film,R,-,None,Moderate,Severe,Mild,Moderate
5563,Adrift,2018,"52,099","Action, Adventure, Biography",96 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Moderate
1581,Apocalypto,2006,"300,439","Action, Adventure, Drama",139 ,Film,R,-,Moderate,Severe,Mild,None,Severe
2956,Sideways,2004,"185,552","Comedy, Drama, Romance",127 ,Film,R,-,Moderate,Mild,Severe,Moderate,None
924,Desperado,1995,"178,691","Action, Crime, Thriller",104 ,Film,R,-,Moderate,Severe,Severe,Mild,Moderate
5465,SGU Stargate Universe,1989,"48,992","Drama, Sci-Fi",43 ,Series,Not Rated,40,Mild,Mild,Mild,Mild,Mild
2508,Easy A,2010,"373,327","Comedy, Drama, Romance",92 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,None
5024,Double Indemnity,1944,"150,448","Crime, Drama, Film-Noir",107 ,Film,Passed,-,None,Mild,None,Mild,Mild
5320,Shigatsu wa kimi no uso,1998,"22,719","Animation, Drama, Music",23 ,Series,TV-PG,23,Mild,Mild,Mild,Mild,Moderate
3775,Hot Tub Time Machine,2010,"167,799","Comedy, Sci-Fi",101 ,Film,R,-,Moderate,Moderate,Severe,Severe,Mild
4835,Ted Bundy: American Boogeyman,2021,380,Crime,110 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4136,Attack the Block,2011,"104,078","Action, Adventure, Comedy",88 ,Film,R,-,Mild,Severe,Severe,Severe,Moderate
4964,Act Naturally,2011,776,"Comedy, Drama",90 ,Film,Unrated,-,Moderate,None,Moderate,Mild,None
2779,Allied,2016,"149,346","Action, Drama, Romance",124 ,Film,R,-,Moderate,Moderate,Moderate,Moderate,Moderate
539,The Killing,1982,"104,524","Crime, Drama, Mystery",45 ,Series,TV-14,44,Moderate,Severe,Moderate,Severe,Moderate
2745,Northern Exposure,2021,"15,850","Comedy, Drama",60 ,Series,None,110,No Rate,No Rate,No Rate,No Rate,No Rate
5550,Miss Fisher's Murder Mysteries,2020,"14,823","Crime, Drama, Mystery",60 ,Series,TV-PG,34,Mild,Mild,Mild,Mild,Mild
5638,Surge,2020,"1,354",Thriller,105 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
5467,Haute tension,2003,"70,045",Horror,91 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
1145,The Deuce,1984,"26,693",Drama,60 ,Series,TV-MA,25,Severe,Moderate,Severe,Severe,Mild
5127,Patriot,2019,"13,306","Comedy, Drama, Thriller",58 ,Series,TV-MA,18,Moderate,Moderate,Severe,Moderate,Moderate
4468,Blue's Clues,1988,"5,420","Animation, Comedy, Family",25 ,Series,TV-Y,176,None,None,None,None,None
667,The Addams Family,1993,"16,046","Comedy, Family, Horror",30 ,Series,TV-G,64,None,None,None,Mild,None
3019,Pushing Daisies,2017,"55,311","Comedy, Drama, Fantasy",44 ,Series,TV-PG,22,Mild,Moderate,Mild,Mild,Moderate
357,Bingo Hell,2021,"1,139","Comedy, Fantasy, Horror",85 ,Film,Not Rated,-,None,Moderate,Moderate,Mild,Mild
5063,Dancing with the Stars,1996,"9,647","Family, Game-Show, Music",60 ,Series,TV-PG,478,Mild,None,None,None,None
2831,Crisis,2021,"7,715","Drama, Thriller",118 ,Film,R,-,None,Severe,Severe,Moderate,Severe
2783,Caddyshack,1980,"111,413","Comedy, Sport",98 ,Film,R,-,Moderate,None,Mild,Moderate,None
1353,Freddy vs. Jason,2003,"114,924","Action, Horror",97 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
5131,The Gambler,2014,"68,871","Crime, Drama, Thriller",111 ,Film,R,-,Moderate,Mild,Severe,Mild,Mild
470,La Venganza de las Juanas,2018,574,Drama,None,Series,TV-MA,18,Moderate,Moderate,Severe,Moderate,Mild
2703,Only Lovers Left Alive,2013,"96,334","Comedy, Drama, Fantasy",123 ,Film,R,-,Mild,Moderate,Moderate,Mild,Mild
3330,50 First Dates,2004,"339,671","Comedy, Drama, Romance",99 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,Mild
3637,Circle,2015,"50,827","Drama, Horror, Mystery",87 ,Film,Not Rated,-,None,Mild,Moderate,None,Mild
1396,Survivor,2017,"23,175","Adventure, Game-Show, Reality-TV",60 ,Series,TV-PG,609,Mild,Mild,Mild,Mild,Mild
3584,My Bloody Valentine,2009,"55,409","Horror, Mystery, Thriller",101 ,Film,R,-,Severe,Severe,Severe,Moderate,Severe
5538,The Other Woman,2014,"135,373","Comedy, Romance",109 ,Film,PG-13,-,Mild,Mild,Moderate,Moderate,None
5262,Messiah,2020,"40,704","Drama, Mystery, Thriller",43 ,Series,TV-MA,10,Mild,Mild,Moderate,Mild,Mild
3376,"Hush...Hush, Sweet Charlotte",1964,"13,906","Crime, Drama, Mystery",133 ,Film,Not Rated,-,None,Moderate,Mild,Mild,Moderate
1256,The Affair,1991,"42,952",Drama,60 ,Series,TV-MA,53,Severe,Moderate,Moderate,Moderate,Mild
3512,Pâfekuto burû,1997,"66,281","Animation, Crime, Mystery",81 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1250,Safe House,2012,"215,694","Action, Thriller",115 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
5348,Agatha Raisin,2001,"3,744","Comedy, Drama, Mystery",60 ,Series,Not Rated,20,Moderate,Moderate,Mild,Mild,Moderate
5931,The New World,2005,"84,846","Biography, Drama, History",135 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
4298,Adaptation.,2002,"186,497","Comedy, Drama",115 ,Film,R,-,Moderate,Moderate,Moderate,Moderate,Moderate
3284,History of Horror,1978,"1,861","Documentary, Horror",42 ,Series,TV-MA,19,No Rate,Severe,Mild,No Rate,Mild
2933,Friends with Benefits,2011,"352,364","Comedy, Romance",109 ,Film,R,-,Moderate,None,Moderate,Mild,None
4175,Breach,2020,"16,444","Action, Horror, Sci-Fi",92 ,Film,R,-,Severe,Severe,Severe,Moderate,Moderate
5268,Terror Train,1980,"11,159","Horror, Mystery, Thriller",97 ,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
4910,The White Orchid,2018,"1,000","Drama, Mystery, Thriller",82 ,Film,TV-MA,-,Mild,Mild,None,Mild,Mild
1852,Moonlight,2016,"289,612",Drama,111 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
5776,Law & Order: UK,2018,"4,094","Crime, Drama, Mystery",46 ,Series,TV-14,53,Mild,Moderate,Moderate,Mild,No Rate
6013,Hart to Hart,2016,"7,043","Action, Adventure, Crime",60 ,Series,TV-PG,111,No Rate,No Rate,No Rate,No Rate,No Rate
2105,The Valhalla Murders,2012,"10,873","Crime, Drama, Mystery",50 ,Series,TV-MA,8,Mild,Moderate,Moderate,Mild,Moderate
133,Loki,2021,"208,457","Action, Adventure, Fantasy",None,Series,TV-14,7,None,Moderate,Mild,None,Moderate
5236,Accepted,2006,"128,887",Comedy,93 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
5029,Dante's Peak,1997,"86,689","Action, Adventure, Thriller",108 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
928,Alita: Battle Angel,2019,"247,942","Action, Adventure, Sci-Fi",122 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
823,The Wonder Years,1977,"36,046","Comedy, Drama, Family",22 ,Series,TV-PG,115,None,None,None,None,None
5608,Rush Hour 3,2007,"160,113","Action, Comedy, Crime",91 ,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Moderate
1531,The Croods: A New Age,2020,"33,732","Animation, Adventure, Comedy",95 ,Film,PG,-,None,Mild,None,None,Mild
1214,Love on the Spectrum,2013,"4,403","Documentary, Reality-TV, Romance",45 ,Series,TV-14,11,No Rate,No Rate,No Rate,No Rate,No Rate
504,Wind River,2017,"225,672","Crime, Drama, Mystery",107 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
4285,The Net,1995,"63,902","Action, Crime, Drama",114 ,Film,PG-13,-,Mild,Mild,Moderate,Mild,Moderate
1996,American Sniper,2014,"459,138","Action, Biography, Drama",133 ,Film,R,-,Mild,Severe,Severe,Mild,Severe
3072,Being There,1979,"70,007","Comedy, Drama",130 ,Film,PG,-,Moderate,None,Mild,Mild,None
1958,King Arthur: Legend of the Sword,2017,"203,421","Action, Adventure, Drama",126 ,Film,PG-13,-,Mild,Moderate,Moderate,None,Moderate
1384,Star Wars: Episode VIII - The Last Jedi,2017,"590,531","Action, Adventure, Fantasy",152 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
894,A Nightmare on Elm Street 3: Dream Warriors,1987,"75,796","Fantasy, Horror",96 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
4924,Mirzapur,2009,"63,565","Action, Crime, Drama",60 ,Series,TV-MA,19,Moderate,Severe,Severe,Severe,Severe
455,Hacks,2021,"12,623","Comedy, Drama",30 ,Series,TV-MA,11,Mild,None,Moderate,Severe,No Rate
5721,Locked Down,2021,"9,994","Comedy, Crime, Romance",118 ,Film,R,-,Mild,None,Moderate,Mild,Mild
3709,Wild Mountain Thyme,2020,"5,931","Comedy, Drama, Romance",102 ,Film,PG-13,-,None,None,Mild,Mild,None
5696,Emmerdale Farm,1981,"3,057","Drama, Romance",30 ,Series,TV-PG,8036,Moderate,Moderate,Mild,Moderate,Severe
4849,Paths of Glory,1957,"187,737","Drama, War",88 ,Film,Approved,-,None,Moderate,Mild,Mild,Moderate
4748,Naked,1993,"37,181","Comedy, Drama",131 ,Film,Not Rated,-,Severe,Moderate,Severe,Moderate,Severe
4268,Seppuku,1962,"49,571","Action, Drama, Mystery",133 ,Film,Not Rated,-,None,Severe,None,None,Moderate
3522,Mashina lyubvi,2016,416,"Drama, Romance",79 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4134,Always Be My Maybe,2019,"51,053","Comedy, Romance",101 ,Film,PG-13,-,Mild,Mild,Moderate,Moderate,None
3602,Vampires,1998,"56,120","Action, Horror, Thriller",108 ,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
